id,predicted_stars,actual_stars,mse
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,5,1,16
BIbjBxoiJLS8CnNsSP64TQ,3,1,4
BIbjBxoiJLS8CnNsSP64TQ,4,3,1
BIbjBxoiJLS8CnNsSP64TQ,5,3,4
BIbjBxoiJLS8CnNsSP64TQ,3,3,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,4,3,1
BIbjBxoiJLS8CnNsSP64TQ,3,3,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,4,4,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
BIbjBxoiJLS8CnNsSP64TQ,5,3,4
BIbjBxoiJLS8CnNsSP64TQ,1,1,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,3,2,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,2,4
YSYDJTCt5kzY2kKnLNGRiA,4,2,4
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,1,1,0
YSYDJTCt5kzY2kKnLNGRiA,2,4,4
YSYDJTCt5kzY2kKnLNGRiA,5,4,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,5,4,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,4,2,4
oAngC9V69vyzBVYwKEJQaw,4,5,1
oAngC9V69vyzBVYwKEJQaw,1,4,9
oAngC9V69vyzBVYwKEJQaw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,3,3,0
b8ublvizuqIw3Ib8pK4fDw,5,5,0
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,1,1,0
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,4,2,4
b8ublvizuqIw3Ib8pK4fDw,4,2,4
b8ublvizuqIw3Ib8pK4fDw,1,1,0
b8ublvizuqIw3Ib8pK4fDw,5,4,1
fmVKBldrSIgFPKigYcu1Uw,5,5,0
fmVKBldrSIgFPKigYcu1Uw,4,2,4
fmVKBldrSIgFPKigYcu1Uw,5,4,1
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,1,4,9
fmVKBldrSIgFPKigYcu1Uw,4,5,1
fmVKBldrSIgFPKigYcu1Uw,5,4,1
fmVKBldrSIgFPKigYcu1Uw,4,5,1
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,3,3,0
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,5,4,1
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,5,5,0
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,4,5,1
fmVKBldrSIgFPKigYcu1Uw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,5,5,0
_HVZ1V8IDa49MWdejx9BbA,3,3,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,4,3,1
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,5,4,1
4TBSJvehKXHqlC9dOCDwyA,5,5,0
4TBSJvehKXHqlC9dOCDwyA,5,4,1
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,4,4,0
4TBSJvehKXHqlC9dOCDwyA,1,2,1
4TBSJvehKXHqlC9dOCDwyA,4,4,0
4TBSJvehKXHqlC9dOCDwyA,1,2,1
4TBSJvehKXHqlC9dOCDwyA,5,4,1
4TBSJvehKXHqlC9dOCDwyA,5,5,0
4TBSJvehKXHqlC9dOCDwyA,5,5,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
4TBSJvehKXHqlC9dOCDwyA,5,5,0
4TBSJvehKXHqlC9dOCDwyA,1,1,0
oDM09XMN-FG0ii_gdVMrTw,1,2,1
oDM09XMN-FG0ii_gdVMrTw,5,2,9
oDM09XMN-FG0ii_gdVMrTw,1,1,0
oDM09XMN-FG0ii_gdVMrTw,1,5,16
oDM09XMN-FG0ii_gdVMrTw,5,3,4
oDM09XMN-FG0ii_gdVMrTw,4,4,0
oDM09XMN-FG0ii_gdVMrTw,1,3,4
oDM09XMN-FG0ii_gdVMrTw,1,1,0
fmVKBldrSIgFPKigYcu1Uw,5,5,0
l8IqBeFXK3dqFEs7YL3ukg,3,3,0
DiCfRiL3WX-vwkK85qrIjw,3,3,0
DiCfRiL3WX-vwkK85qrIjw,1,1,0
DiCfRiL3WX-vwkK85qrIjw,5,5,0
DiCfRiL3WX-vwkK85qrIjw,5,4,1
DiCfRiL3WX-vwkK85qrIjw,4,5,1
DsAZ2gzuGK9_wKzMiGqIjw,1,1,0
DsAZ2gzuGK9_wKzMiGqIjw,1,1,0
DsAZ2gzuGK9_wKzMiGqIjw,5,5,0
DsAZ2gzuGK9_wKzMiGqIjw,5,5,0
DsAZ2gzuGK9_wKzMiGqIjw,4,3,1
DsAZ2gzuGK9_wKzMiGqIjw,5,5,0
oAngC9V69vyzBVYwKEJQaw,1,3,4
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,3,3,0
oAngC9V69vyzBVYwKEJQaw,4,4,0
oAngC9V69vyzBVYwKEJQaw,4,5,1
oAngC9V69vyzBVYwKEJQaw,4,5,1
oAngC9V69vyzBVYwKEJQaw,5,4,1
oAngC9V69vyzBVYwKEJQaw,5,4,1
oAngC9V69vyzBVYwKEJQaw,4,4,0
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,4,5,1
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,1,3,4
oAngC9V69vyzBVYwKEJQaw,1,1,0
oAngC9V69vyzBVYwKEJQaw,4,5,1
DiCfRiL3WX-vwkK85qrIjw,5,5,0
DiCfRiL3WX-vwkK85qrIjw,1,3,4
DiCfRiL3WX-vwkK85qrIjw,1,1,0
DiCfRiL3WX-vwkK85qrIjw,5,5,0
DiCfRiL3WX-vwkK85qrIjw,1,3,4
DiCfRiL3WX-vwkK85qrIjw,4,4,0
DiCfRiL3WX-vwkK85qrIjw,4,4,0
DiCfRiL3WX-vwkK85qrIjw,4,5,1
DiCfRiL3WX-vwkK85qrIjw,3,2,1
DiCfRiL3WX-vwkK85qrIjw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,5,2,9
b8ublvizuqIw3Ib8pK4fDw,3,2,1
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,5,5,0
b8ublvizuqIw3Ib8pK4fDw,1,1,0
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,5,3,4
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,4,3,1
b8ublvizuqIw3Ib8pK4fDw,3,2,1
b8ublvizuqIw3Ib8pK4fDw,5,5,0
dYZqJ2S1ND9KghLIKJg71g,4,3,1
dYZqJ2S1ND9KghLIKJg71g,4,4,0
dYZqJ2S1ND9KghLIKJg71g,5,4,1
dYZqJ2S1ND9KghLIKJg71g,5,4,1
i8hkzA5eiUXgbPjN8vK3rQ,4,3,1
i8hkzA5eiUXgbPjN8vK3rQ,4,4,0
i8hkzA5eiUXgbPjN8vK3rQ,3,2,1
i8hkzA5eiUXgbPjN8vK3rQ,5,4,1
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,4,2,4
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,1,2,1
oAngC9V69vyzBVYwKEJQaw,5,5,0
oAngC9V69vyzBVYwKEJQaw,4,4,0
oAngC9V69vyzBVYwKEJQaw,3,4,1
i8hkzA5eiUXgbPjN8vK3rQ,3,1,4
i8hkzA5eiUXgbPjN8vK3rQ,5,4,1
i8hkzA5eiUXgbPjN8vK3rQ,5,5,0
i8hkzA5eiUXgbPjN8vK3rQ,4,4,0
i8hkzA5eiUXgbPjN8vK3rQ,3,2,1
i8hkzA5eiUXgbPjN8vK3rQ,4,4,0
i8hkzA5eiUXgbPjN8vK3rQ,5,4,1
i8hkzA5eiUXgbPjN8vK3rQ,5,5,0
i8hkzA5eiUXgbPjN8vK3rQ,5,3,4
i8hkzA5eiUXgbPjN8vK3rQ,5,5,0
i8hkzA5eiUXgbPjN8vK3rQ,5,4,1
i8hkzA5eiUXgbPjN8vK3rQ,1,1,0
i8hkzA5eiUXgbPjN8vK3rQ,4,3,1
xxYsX6Gj0-pj-kxKw092LQ,1,3,4
xxYsX6Gj0-pj-kxKw092LQ,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,4,5,1
YSYDJTCt5kzY2kKnLNGRiA,1,2,1
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,4,1
YSYDJTCt5kzY2kKnLNGRiA,3,3,0
YSYDJTCt5kzY2kKnLNGRiA,5,3,4
YSYDJTCt5kzY2kKnLNGRiA,3,3,0
YSYDJTCt5kzY2kKnLNGRiA,5,4,1
YSYDJTCt5kzY2kKnLNGRiA,3,2,1
YSYDJTCt5kzY2kKnLNGRiA,1,1,0
YSYDJTCt5kzY2kKnLNGRiA,4,3,1
YSYDJTCt5kzY2kKnLNGRiA,2,2,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
7DBu4i4sN9I8HWS3YaxArA,5,4,1
apATPHcdiWr-Tgywu6mvHg,5,1,16
apATPHcdiWr-Tgywu6mvHg,1,1,0
apATPHcdiWr-Tgywu6mvHg,1,1,0
apATPHcdiWr-Tgywu6mvHg,5,1,16
apATPHcdiWr-Tgywu6mvHg,1,1,0
apATPHcdiWr-Tgywu6mvHg,1,1,0
apATPHcdiWr-Tgywu6mvHg,1,1,0
xxYsX6Gj0-pj-kxKw092LQ,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,5,4,1
YSYDJTCt5kzY2kKnLNGRiA,2,2,0
YSYDJTCt5kzY2kKnLNGRiA,1,2,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,1,2,1
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,5,2,9
YSYDJTCt5kzY2kKnLNGRiA,4,3,1
YSYDJTCt5kzY2kKnLNGRiA,5,5,0
YSYDJTCt5kzY2kKnLNGRiA,4,3,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
YSYDJTCt5kzY2kKnLNGRiA,4,3,1
YSYDJTCt5kzY2kKnLNGRiA,4,4,0
oK_uwtOectm906rpUtHiug,1,1,0
b8ublvizuqIw3Ib8pK4fDw,5,2,9
b8ublvizuqIw3Ib8pK4fDw,4,5,1
b8ublvizuqIw3Ib8pK4fDw,4,2,4
b8ublvizuqIw3Ib8pK4fDw,1,1,0
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,1,1,0
b8ublvizuqIw3Ib8pK4fDw,5,4,1
b8ublvizuqIw3Ib8pK4fDw,2,2,0
b8ublvizuqIw3Ib8pK4fDw,4,4,0
b8ublvizuqIw3Ib8pK4fDw,4,2,4
kWvBsbALiMDOghpoBh-tAQ,2,2,0
kWvBsbALiMDOghpoBh-tAQ,1,1,0
kWvBsbALiMDOghpoBh-tAQ,5,3,4
ZrUal0AEUT-_2etHH-9cfA,4,4,0
Ch4mZlK2e5Ex1jbWPmr9Qw,1,1,0
Ch4mZlK2e5Ex1jbWPmr9Qw,5,4,1
0J-QM0fIxBNNiSK_n19y9g,5,4,1
0J-QM0fIxBNNiSK_n19y9g,5,5,0
0J-QM0fIxBNNiSK_n19y9g,4,2,4
kWvBsbALiMDOghpoBh-tAQ,5,4,1
kWvBsbALiMDOghpoBh-tAQ,1,1,0
kWvBsbALiMDOghpoBh-tAQ,5,4,1
kWvBsbALiMDOghpoBh-tAQ,4,4,0
kWvBsbALiMDOghpoBh-tAQ,1,5,16
kWvBsbALiMDOghpoBh-tAQ,1,1,0
wOmtCPiB-xeU-HknjTW4hQ,5,4,1
wOmtCPiB-xeU-HknjTW4hQ,4,5,1
wOmtCPiB-xeU-HknjTW4hQ,2,1,1
wOmtCPiB-xeU-HknjTW4hQ,4,4,0
0J-QM0fIxBNNiSK_n19y9g,4,3,1
0J-QM0fIxBNNiSK_n19y9g,5,5,0
ZzZjqBtd5PdwsyKetryDMA,5,5,0
ZzZjqBtd5PdwsyKetryDMA,5,4,1
ZzZjqBtd5PdwsyKetryDMA,1,1,0
xRUQHWCscNqWQzzfO9qN3A,4,3,1
xRUQHWCscNqWQzzfO9qN3A,5,2,9
xRUQHWCscNqWQzzfO9qN3A,1,1,0
xRUQHWCscNqWQzzfO9qN3A,1,1,0
aLZTOa5e2ON9mmDQcw6GtQ,4,4,0
aLZTOa5e2ON9mmDQcw6GtQ,5,2,9
aLZTOa5e2ON9mmDQcw6GtQ,5,2,9
PpyM9QsDbpx4mOaUeOll4w,4,3,1
PpyM9QsDbpx4mOaUeOll4w,5,4,1
PpyM9QsDbpx4mOaUeOll4w,5,5,0
PpyM9QsDbpx4mOaUeOll4w,4,4,0
PpyM9QsDbpx4mOaUeOll4w,4,4,0
PpyM9QsDbpx4mOaUeOll4w,5,5,0
PpyM9QsDbpx4mOaUeOll4w,5,5,0
PpyM9QsDbpx4mOaUeOll4w,4,4,0
PpyM9QsDbpx4mOaUeOll4w,5,2,9
3gkqdLgL1Ca0hy1YRsA2Gw,4,5,1
3gkqdLgL1Ca0hy1YRsA2Gw,1,1,0
3gkqdLgL1Ca0hy1YRsA2Gw,4,3,1
4uerljz19miXeBR8E4urYw,5,4,1
4uerljz19miXeBR8E4urYw,4,3,1
4uerljz19miXeBR8E4urYw,5,5,0
4uerljz19miXeBR8E4urYw,4,4,0
4uerljz19miXeBR8E4urYw,5,4,1
4uerljz19miXeBR8E4urYw,5,4,1
4uerljz19miXeBR8E4urYw,5,5,0
4uerljz19miXeBR8E4urYw,4,3,1
4uerljz19miXeBR8E4urYw,5,3,4
4uerljz19miXeBR8E4urYw,4,3,1
4uerljz19miXeBR8E4urYw,5,4,1
4uerljz19miXeBR8E4urYw,4,3,1
fOFkU3gc9ekFiP9FWRgYTA,1,1,0
fOFkU3gc9ekFiP9FWRgYTA,3,3,0
9V9RlgqqnPFQJfF_e9Lnmw,5,5,0
9V9RlgqqnPFQJfF_e9Lnmw,1,1,0
9V9RlgqqnPFQJfF_e9Lnmw,5,5,0
BXidyfEJE724CEzNSiigQQ,4,4,0
p2nstdjiVQyz312Zz5u3DQ,5,5,0
p2nstdjiVQyz312Zz5u3DQ,5,4,1
p2nstdjiVQyz312Zz5u3DQ,1,1,0
p2nstdjiVQyz312Zz5u3DQ,5,5,0
p2nstdjiVQyz312Zz5u3DQ,5,5,0
p2nstdjiVQyz312Zz5u3DQ,5,5,0
oWxiT2PasutHFyZp8Yh2mA,4,5,1
oWxiT2PasutHFyZp8Yh2mA,3,3,0
oWxiT2PasutHFyZp8Yh2mA,3,3,0
oWxiT2PasutHFyZp8Yh2mA,5,5,0
oWxiT2PasutHFyZp8Yh2mA,4,2,4
oWxiT2PasutHFyZp8Yh2mA,5,5,0
oWxiT2PasutHFyZp8Yh2mA,5,4,1
oWxiT2PasutHFyZp8Yh2mA,1,2,1
oWxiT2PasutHFyZp8Yh2mA,5,5,0
oWxiT2PasutHFyZp8Yh2mA,4,4,0
oWxiT2PasutHFyZp8Yh2mA,4,5,1
OYxzmfSSN6Vv2-qomtDPNw,1,1,0
WPkRg0eaJZFbyXm0uNb1ZA,1,1,0
WPkRg0eaJZFbyXm0uNb1ZA,4,4,0
WPkRg0eaJZFbyXm0uNb1ZA,4,3,1
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
y4jOgvovJ8JX3yRSzu7yUg,5,4,1
E3zvCzX7gquT9srY4pUwLg,5,5,0
8DAPLb2_IIFGfD8ltw0NBQ,1,1,0
8DAPLb2_IIFGfD8ltw0NBQ,5,5,0
9V9RlgqqnPFQJfF_e9Lnmw,4,3,1
9V9RlgqqnPFQJfF_e9Lnmw,5,4,1
9V9RlgqqnPFQJfF_e9Lnmw,5,5,0
9V9RlgqqnPFQJfF_e9Lnmw,4,5,1
9V9RlgqqnPFQJfF_e9Lnmw,1,3,4
9V9RlgqqnPFQJfF_e9Lnmw,4,4,0
9V9RlgqqnPFQJfF_e9Lnmw,5,5,0
9V9RlgqqnPFQJfF_e9Lnmw,5,5,0
9V9RlgqqnPFQJfF_e9Lnmw,1,2,1
9V9RlgqqnPFQJfF_e9Lnmw,4,2,4
WPkRg0eaJZFbyXm0uNb1ZA,4,5,1
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,4,1
WPkRg0eaJZFbyXm0uNb1ZA,3,2,1
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,2,2,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,4,4,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,5,5,0
WPkRg0eaJZFbyXm0uNb1ZA,1,1,0
E3zvCzX7gquT9srY4pUwLg,5,5,0
ryCpLx4jaTkkkaGXg5jvBQ,5,1,16
ryCpLx4jaTkkkaGXg5jvBQ,5,5,0
CrM_FY9NIoDWudQYHlO7UQ,1,1,0
CrM_FY9NIoDWudQYHlO7UQ,5,5,0
CrM_FY9NIoDWudQYHlO7UQ,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,4,3,1
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,4,3,1
yk1H2EzzLE8XvIlPF_mRuA,5,4,1
yk1H2EzzLE8XvIlPF_mRuA,1,2,1
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
lyTIuSgPdyRMx3l7xPzl3A,5,4,1
wknp5VJ8sz0-AsLkOI9CAA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,4,4,0
yk1H2EzzLE8XvIlPF_mRuA,3,3,0
yk1H2EzzLE8XvIlPF_mRuA,4,3,1
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,1,2,1
yk1H2EzzLE8XvIlPF_mRuA,4,1,9
yk1H2EzzLE8XvIlPF_mRuA,4,4,0
yk1H2EzzLE8XvIlPF_mRuA,4,4,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,1,2,1
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
yk1H2EzzLE8XvIlPF_mRuA,1,3,4
yk1H2EzzLE8XvIlPF_mRuA,4,5,1
yk1H2EzzLE8XvIlPF_mRuA,5,5,0
jXBNc4tQTR1WtmDb6-GOQg,5,5,0
jXBNc4tQTR1WtmDb6-GOQg,5,5,0
jXBNc4tQTR1WtmDb6-GOQg,5,5,0
P2l7s26bzzN_QgkWSVg3sw,4,3,1
P2l7s26bzzN_QgkWSVg3sw,5,3,4
4jK6jBV8rzX0dhm6dYQl_Q,1,1,0
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,1,1,0
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,4,2,4
4jK6jBV8rzX0dhm6dYQl_Q,4,4,0
4jK6jBV8rzX0dhm6dYQl_Q,5,4,1
bZaVMkkaXFc0xpnOkacWsg,4,1,9
bZaVMkkaXFc0xpnOkacWsg,5,4,1
bZaVMkkaXFc0xpnOkacWsg,5,5,0
vvyr4r16lx5hjHJpaFJ8kw,4,4,0
vvyr4r16lx5hjHJpaFJ8kw,1,3,4
0DQ31asd4IeOTI7dkZ3OXQ,5,3,4
ueBZ4UoRXdq1eXrlPgnf5A,4,4,0
ryCpLx4jaTkkkaGXg5jvBQ,1,1,0
ryCpLx4jaTkkkaGXg5jvBQ,2,3,1
ryCpLx4jaTkkkaGXg5jvBQ,4,4,0
jyZqmlaziZKtPv8AVTzciw,4,1,9
jyZqmlaziZKtPv8AVTzciw,5,5,0
jyZqmlaziZKtPv8AVTzciw,5,4,1
jyZqmlaziZKtPv8AVTzciw,4,2,4
jyZqmlaziZKtPv8AVTzciw,1,3,4
jyZqmlaziZKtPv8AVTzciw,4,4,0
jyZqmlaziZKtPv8AVTzciw,5,5,0
jyZqmlaziZKtPv8AVTzciw,5,4,1
jyZqmlaziZKtPv8AVTzciw,1,1,0
jyZqmlaziZKtPv8AVTzciw,5,1,16
jyZqmlaziZKtPv8AVTzciw,4,4,0
jyZqmlaziZKtPv8AVTzciw,4,2,4
yk1H2EzzLE8XvIlPF_mRuA,5,2,9
yk1H2EzzLE8XvIlPF_mRuA,4,5,1
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,5,4,1
yk1H2EzzLE8XvIlPF_mRuA,1,1,0
yk1H2EzzLE8XvIlPF_mRuA,2,2,0
_pO7Zltws0aPSKff0EQyqA,4,3,1
ueBZ4UoRXdq1eXrlPgnf5A,1,1,0
ueBZ4UoRXdq1eXrlPgnf5A,5,4,1
5wr_UtUUdF8L2UlaD1DhNQ,1,1,0
9Ii0ZUKw0zAus-AnI00xLw,1,3,4
9Ii0ZUKw0zAus-AnI00xLw,4,1,9
9Ii0ZUKw0zAus-AnI00xLw,5,2,9
UXl_Grxsus1o0w3NKxYn4g,5,5,0
UXl_Grxsus1o0w3NKxYn4g,5,5,0
UXl_Grxsus1o0w3NKxYn4g,4,4,0
UXl_Grxsus1o0w3NKxYn4g,5,5,0
JSUmoa3hFNfoDYLbYNNLOQ,4,4,0
JSUmoa3hFNfoDYLbYNNLOQ,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,1,2,1
4jK6jBV8rzX0dhm6dYQl_Q,4,5,1
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
4jK6jBV8rzX0dhm6dYQl_Q,1,1,0
4jK6jBV8rzX0dhm6dYQl_Q,3,3,0
4jK6jBV8rzX0dhm6dYQl_Q,5,5,0
Tscoq9kue8_J1ySO42_ItA,4,2,4
Tscoq9kue8_J1ySO42_ItA,4,3,1
Tscoq9kue8_J1ySO42_ItA,4,4,0
Tscoq9kue8_J1ySO42_ItA,4,4,0
Tscoq9kue8_J1ySO42_ItA,4,3,1
Tscoq9kue8_J1ySO42_ItA,1,4,9
TdjydrOFUSMUsTKdlXW6aQ,3,2,1
TdjydrOFUSMUsTKdlXW6aQ,1,1,0
TdjydrOFUSMUsTKdlXW6aQ,1,1,0
TdjydrOFUSMUsTKdlXW6aQ,4,3,1
TdjydrOFUSMUsTKdlXW6aQ,4,4,0
TdjydrOFUSMUsTKdlXW6aQ,4,3,1
TdjydrOFUSMUsTKdlXW6aQ,5,5,0
QyyDWCG4Z7z6fHYFPQVFnw,1,1,0
QyyDWCG4Z7z6fHYFPQVFnw,5,4,1
QyyDWCG4Z7z6fHYFPQVFnw,5,1,16
QyyDWCG4Z7z6fHYFPQVFnw,4,5,1
QyyDWCG4Z7z6fHYFPQVFnw,5,5,0
QyyDWCG4Z7z6fHYFPQVFnw,1,1,0
Pawavw9U8rjxWVPU-RB7LA,3,3,0
Pawavw9U8rjxWVPU-RB7LA,4,2,4
Pawavw9U8rjxWVPU-RB7LA,5,5,0
Pawavw9U8rjxWVPU-RB7LA,5,5,0
Pawavw9U8rjxWVPU-RB7LA,4,5,1
Pawavw9U8rjxWVPU-RB7LA,4,3,1
yx52nzTjYnc_cHu4_SkH1w,5,4,1
yx52nzTjYnc_cHu4_SkH1w,4,3,1
yx52nzTjYnc_cHu4_SkH1w,1,3,4
ZJufvkLNtlAsQU9h_ttdNg,5,1,16
ZJufvkLNtlAsQU9h_ttdNg,1,1,0
nl2nsBi9U3sW1R34nF0s0Q,5,5,0
nl2nsBi9U3sW1R34nF0s0Q,5,5,0
ELxoOY2F-1jSb8mqyN7Zbg,4,4,0
ELxoOY2F-1jSb8mqyN7Zbg,4,5,1
ELxoOY2F-1jSb8mqyN7Zbg,5,4,1
ELxoOY2F-1jSb8mqyN7Zbg,4,5,1
ELxoOY2F-1jSb8mqyN7Zbg,4,4,0
